school,college,department,track,deadline,quota,assessment_weights,other_req,docs_required,interview_required,written_exam_required,link_apply,note,,,,,,,,,,,,,,,,
國立政治大學,社會科學學院,勞工研究所,一般生組,2025/10/14,5,"1.書審60%
2.面試40%",,"1. 自傳。
2. 歷年成績單總表(最高學歷),如持研究所學歷者,需同時附大專及研究
所成績單總表。
3. 研究計畫(含生涯規劃及學習計畫)。
4. 其他有利審查資料:如參與研究計畫、修習相關學程(學分、課程)、獎
學金證明、語文能力證明、學術著作、研究報告或成果、社團經驗、工
作經驗等。
※請依序將第 1 至 4 項資料合併裝訂成冊,共一式五份(第 2 項請提供正
本一份及影本四份)。","【參加資格】依資料審查加權後之成績擇優選取至多15 名參加面試。
【面試日期】11 月15 日（星期六）（詳細時間公布於本所網頁）。
【注意事項】面試名單及相關資訊將於11 月10 日公布於本所網頁，不另行
通知。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,社會科學學院,勞工研究所,在職生組,2025/10/14,2,"1.書審60%
2.面試40%","應累積二年以上工作經驗（檢附勞保投保年資證明，其中不含義務役年資），在職人
員並應繳交「服務機關同意報考證明書」。","1. 考生基本資料表(請至本所網頁下載)。
2. 自傳。
3. 研究計畫(含生涯規劃及學習計畫)。
4. 其他有利審查資料:如參與研究計畫、修習相關學程(學分、課程)、獎
學金證明、語文能力證明、學術著作、研究報告或成果、社團經驗、工
作經驗等。
5. 學歷證明文件(應考學歷或最高學歷畢業證書,應屆畢業生請檢附在學
證明)。
6. 服務機關同意報考證明書(表格請至本所網頁下載;現職未滿兩年者,
請另繳交足以證明工作年資之文件,如公、勞保投保年資證明)。
7. 推薦信一份(一位推薦人)。
※請依序將第 1 至 6 項資料合併裝訂成冊,共一式五份(第 6 項請提供正
本一份及影本四份),推薦信另附。","【參加資格】依資料審查加權後之成績擇優選取至多6 名參加面試。
【面試日期】11 月15 日（星期六）（詳細時間公布於本所網頁）。
【注意事項】面試名單及相關資訊將於11 月10 日公布於本所網頁，不另行
通知。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,社會科學學院,社會工作研究所,一般生組,2025/10/14,6,"1.書審40%
2.面試60%",,"1. 自傳。
2. 研究計畫:包含研究動機、文獻探討及研究方法,字數以五千至一萬字為
限。
3. 歷年成績單。
4. 其他有利審查資料:如社團經歷、工作經驗、語言成績、全國性比賽獲獎
證書等。","【參加資格】依資料審查加權後之成績擇優選取至多18 名參加面試。
【面試日期】11 月14 日（星期五）（詳細時間公布於本所網頁）。
【注意事項】面試名單及相關資訊於面試前3 日於本所網頁公告，不另行通
知。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、考試任何一項或科目零分者，不予錄取。
二、大學非社會工作相關科系畢業且未曾修習「社會工作實習」、「社會個案工作」
、「社會團體工作」、「社區工作」及「人類行為與社會環境」者應選修本所「社
會工作實習（選）」，並至學士班或於碩士班加修三門直接服務課程（「社會個案
工作」、「社會團體工作」、「社區工作」或「人類行為與社會環境」），上述加修之
學分不列為本所畢業學分。",,,,,,,,,,,,,,,,
國立政治大學,社會科學學院,社會工作研究所,在職生 甲組,2025/10/14,2,"1.書審40%
2.面試60%",現任職於社會福利相關機構，且全職工作累計滿2 年以上相關工作經驗（工作證明書所載日期算至 114 年9 月15 日止，不含服義務役年資）之在職人員。,"1. 自傳。
2. 研究計畫:包含研究動機、文獻探討及研究方法,字數以五千至一萬字為
限。
3. 歷年成績單。
4. 其他有利審查資料:如工作經驗、證照、獲獎記錄、語言成績、研究報告
等個人能力或成就之證明。
5. 在職證明及年資證明。
6. 推薦信 2 份。
※第 1 至 5 項資料請考生自行上傳;第 6 項資料由推薦人上傳,上傳程序
請詳簡章第 7 頁。","【參加資格】依資料審查加權後之成績擇優選取至多6 名參加面試。
【面試日期】11 月14 日（星期五）（詳細時間公布於本所網頁）。
【注意事項】面試名單及相關資訊於面試前3 日於本所網頁公告，不另行通
知。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 大學非社會工作相關科系畢業且未曾修習「社會工作實習」、「社會個案工作」
、「社會團體工作」、「社區工作」及「人類行為與社會環境」者應選修本所
「社會工作實習（選）」，並至學士班或於碩士班加修三門直接服務課程（「社
會個案工作」、「社會團體工作」、「社區工作」或「人類行為與社會環境」），上
述加修之學分不列為本所畢業學分。",,,,,,,,,,,,,,,,
國立政治大學,社會科學學院,社會工作研究所,在職生 乙組（原住民）,2025/10/14,1,"1.書審40%
2.面試60%","一、 現任職於社會福利相關機構，且全職工作累計滿2 年以上相關工作經驗（工作證
明書所載日期算至114 年9 月15 日止，不含服義務役年資）之在職人員。
二、 本組限原住民之在職人員報考，報名時須檢附戶口名簿影本。","1. 自傳(含戶口名簿)。
2. 研究計畫:包含研究動機、文獻探討及研究方法,字數以五千至一萬字為
限。
3. 歷年成績單。
4. 其他有利審查資料:如工作經驗、證照、獲獎記錄、語言成績、研究報告
等個人能力或成就之證明。
5. 在職證明及年資證明。
6. 推薦信 2 份。
※第 1 至 5 項資料請考生自行上傳;第 6 項資料由推薦人上傳,上傳程序
請詳簡章第 7 頁。","【參加資格】依資料審查加權後之成績擇優選取至多3 名參加面試。
【面試日期】11 月14 日（星期五）（詳細時間公布於本所網頁）。
【注意事項】面試名單及相關資訊於面試前3 日於本所網頁公告，不另行通
知。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 大學非社會工作相關科系畢業且未曾修習「社會工作實習」、「社會個案工作」
、「社會團體工作」、「社區工作」及「人類行為與社會環境」者應選修本所
「社會工作實習（選）」，並至學士班或於碩士班加修三門直接服務課程（「社
會個案工作」、「社會團體工作」、「社區工作」或「人類行為與社會環境」），上
述加修之學分不列為本所畢業學分。",,,,,,,,,,,,,,,,
國立政治大學,國際事務學院,外交學系,,2025/10/14,13,"1.書審20%
2.面試30%
3.筆試50%","一、須符合下列三項資格之一：
1. 國內大學學士班本科系或曾修習國際關係相關科目八學分以上（科目之採計由本
系認定，擬申請認定者請檢附修課成績單及擬認定之課程授課大綱）之畢業（含
應屆）生，在校學業成績總平均名次在全（系）班前百分之五十以內。
2. 國內研究所畢業（含應屆）生。
3. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、不受理同等學力。","1. 學業成績證明:歷年成績單總表及學業成績總平均排名證明。
2. 讀書計畫(含研究領域及興趣)。
3. 自傳。
4. 其他有利審查資料:如外語優異表現或其他成就證明。
5. 推薦信 2 份(二位推薦人,推薦信請彌封簽名)。
※請依序將第 1 至 4 項資料合併裝訂成冊,共一式五份(第 1 項請提供正
本一份及影本四份),推薦信另附。推薦信及審查資料本系無既定格式。","【參加資格】全體考生。
【面試日期】11 月11 日（星期二），下午1:00 起。
【注意事項】面試相關資訊於考試前3 日公布於本系網頁。","【筆試日期】11 月11 日（星期二）10:00-11:40
【筆試科目】國際關係
【注意事項】筆試相關資訊於考試前3 日公布於本系網頁。","https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 本系實施英語能力畢業要求（詳見「國立政治大學外交學系碩士班學生修業辦
法」），凡本系學生未通過檢核者，不得畢業。
三、 大學時期未修習一學年四學分以上之「國際公法」課程者入學後，須至本系學
士班補修「國際公法」，補修科目不計學分。",,,,,,,,,,,,,,,,
國立政治大學,國際事務學院,東亞研究所,,2025/10/14,8,"1.書審30%
2.面試40%
3.筆試30%",不受理同等學力。,"1. 自傳。
2. 學業成績總平均排名證明。
3. 歷年成績單總表。
4. 研究計畫(含生涯規劃及學習計畫)。
5. 其他有利審查資料:如學術著作、研究報告或成果等。
6. 推薦信 2 份(二位推薦人)。
※請依序將第 1 至 5 項資料合併裝訂成冊,共一式四份(第 2 至 3 項請提
供正本一份及影本三份),推薦信另附。","【參加資格】全體考生。
【面試日期】11 月8 日（星期六），下午1:00 起。
【注意事項】面試相關資訊於面試前3 日公布於本所網頁。","【筆試日期】11 月8 日（星期六）10:00-11:40
【筆試科目】中國大陸概論
【注意事項】筆試相關資訊於考試前3 日公布於本所網頁。","https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",考試任何一項或科目零分者，不予錄取。,,,,,,,,,,,,,,,,
國立政治大學,國際事務學院,俄羅斯研究所,,2025/10/14,6,"1.書審50%
2.面試50%",不受理同等學力。,"1. 歷年成績單總表(須加蓋學校校印或教務處章戳)。
2. 學業成績總平均排名證明。
3. 自傳(含生涯規劃及學習計畫)。
4. 俄語或其他外語能力證明(檢定證書或修課證明等)。
5. 其他有利審查資料(無則免附)。","【參加資格】全體考生。
【面試日期】11 月8 日（星期六），上午10:00 起。
【注意事項】面試相關資訊於面試前3 日公布於本所網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,國際事務學院,日本研究碩士學位學程,,2025/10/14,6,"1.書審30%
2.面試70%","一、 通過日本語能力試驗（JLPT）N3 以上，或通過英語能力測驗TOEIC 多益測驗
600 分（含）以上，或新制托福iBT 78 分以上者。
二、 不受理同等學力。","1. 歷年成績單總表(大學在校成績)。
2. 自傳(中文撰寫)。
3. 研究計畫(中文撰寫)。
4. 其他有利審查資料(包含但不限於特定報考資格所列證書影本)。
5. 推薦信 2 份(二位推薦人)。
※請依序將第 1 至 4 項資料合併裝訂成冊,共一式五份(第 1 項請提供正
本一份及影本四份),推薦信另附,試後恕不退還。","【參加資格】全體考生。
【面試日期】11 月15 日（星期六）（詳細時間公布於本學程網頁）。
【注意事項】1.面試相關資訊於面試前3 日公布於本學程網頁，不另行通知。
2.面試當天，考生需提供特定報考資格所列證書正本，驗畢後
歸還；若未能於面試期間提出證書正本者，將失去面試資格，
考生不得以任何理由要求退還報名費。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,國際經營與貿易學系,,2025/10/14,24,"1.書審40%
2.面試60%","一、須符合下列三項資格之一：
1. 國內大學學士班畢業（含應屆）生，在校學業成績總平均名次於全系（班）前40%
以內。
2. 國內研究所畢業（含應屆）生。
3. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、不受理同等學力。","1. 考生基本資料表(限一頁,請至國貿系網頁/招生資訊/碩士班區下載,請
簽名後掃描上傳)。
2. 自傳。
3. 學習計畫。
4. 大學時期能力或成就證明(如語文成績、獲獎記錄、特殊經歷等,可縮
印)。
5. 成績單總表暨排名證明(請以正本上傳,勿加密)。
6. 推薦信 2 份(二位推薦人,推薦信格式請至國貿系網頁/招生資訊/碩士班
區參考)。
※第 2~4 項頁數合計至多 5 頁,勿做封面及目次。
※資料上傳請勿顛倒。
※第 1-5 項資料請考生自行上傳,第 6 項資料由推薦人上傳;上傳程序請詳
簡章第 7 頁。","【參加資格】依資料審查加權後之成績擇優選取至多60 名參加面試。
【面試日期】11 月15 日（星期六）（詳細時間公布於本系網頁）。
【注意事項】面試名單及相關資訊於11 月10 日公布於本系網站，考生請自
行上網查詢。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 審查資料請依規定格式詳填上傳，頁數超過或不齊全，將酌予扣分。",,,,,,,,,,,,,,,,
國立政治大學,商學院,金融學系,金融管理組,2025/10/14,11,,,"1. 考生基本資料表（請至本系網頁下載，填寫後掃描上傳）。 
2. 歷年成績單以及排名（請以正本掃描上傳）。 
3. 自傳暨讀書計畫（詳述個人選擇至本系碩士班進修之動機、未來志趣及 自我能力評估等）。
4. 其他有利審查資料（不含推薦信），無則免附。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,金融學系,財務工程與金融科技組,2025/10/14,9,,,"1. 考生基本資料表（請至本系網頁下載，填寫後掃描上傳）。 
2. 歷年成績單以及排名（請以正本掃描上傳）。 
3. 自傳暨讀書計畫（詳述個人選擇至本系碩士班進修之動機、未來志趣及 自我能力評估等）。 
4. 其他有利審查資料（不含推薦信），無則免附。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,會計學系,會計甲組,2025/10/14,23,,,"1.考生基本資料表（請至本系網頁下載，親筆填寫後掃描上傳）。 
2.自傳暨讀書計畫（詳述個人選擇至本系碩士班進修之動機、未來志趣及自 我能力評估等）。 
3.歷年成績單暨排名證明（請以正本掃描上傳；具全職工作經驗兩年以上年 資者，可免附排名證明）。 
4.語言能力檢定證明（考生於報考時應繳交兩年內，即2023年10月以後有 效之英語檢定測驗成績證明，僅限TOEFL-iBT、TOEIC、IELTS或全民英 檢成績。若考生有其他外國語言之檢定測驗成績證明，亦可一併繳交，以 供參考。具全職工作經驗兩年以上年資者，可免附本項資料）。 
5.其他有利審查資料（本系不收推薦信）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,會計學系,會計乙組,2025/10/14,2,,,"1.考生基本資料表（請至本系網頁下載，親筆填寫後掃描上傳）。 
2.自傳暨讀書計畫（詳述個人選擇至本系碩士班進修之動機、未來志趣及自
我能力評估等）。 
3.歷年成績單暨排名證明（請以正本掃描上傳；具全職工作經驗兩年以上年
資者，可免附排名證明）。 
4.語言能力檢定證明（考生於報考時應繳交兩年內，即2023年10月以後有
效之英語檢定測驗成績證明，僅限TOEFL-iBT、TOEIC、IELTS或全民英
檢成績。若考生有其他外國語言之檢定測驗成績證明，亦可一併繳交，以
供參考。具全職工作經驗兩年以上年資者，可免附本項資料）。 
5.其他有利審查資料（本系不收推薦信）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,會計學系,稅務組,2025/10/14,14,,,"1.考生基本資料表（請至本系網頁下載，親筆填寫後掃描上傳）。 
2.自傳暨讀書計畫（詳述個人選擇至本系碩士班進修之動機、未來志趣及自
我能力評估等）。 
3.歷年成績單暨排名證明（請以正本掃描上傳；具全職工作經驗兩年以上年
資者，可免附排名證明）。 
4.語言能力檢定證明（考生於報考時應繳交兩年內，即2023年10月以後有
效之英語檢定測驗成績證明，僅限TOEFL-iBT、TOEIC、IELTS或全民英
檢成績。若考生有其他外國語言之檢定測驗成績證明，亦可一併繳交，以
供參考。具全職工作經驗兩年以上年資者，可免附本項資料）。 
5.其他有利審查資料（本系不收推薦信）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,統計學系,一般生組,2025/10/14,15,,,"1. 自傳。 
2. 學業成績總平均排名證明（需加蓋學校校印或教務處章戳；若成績單總
表有列示排名者，不用另附排名正本）。 
3. 歷年成績單總表（需加蓋學校校印或教務處章戳）。 
4. 其他有利審查資料（不含推薦信）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,統計學系,在職生組,2025/10/14,1,,,"1. 自傳（含個人簡歷、就學、工作經歷）。 
2. 學業成績總平均排名證明（需加蓋學校校印或教務處章戳；若成績單總
表有列示排名者，不用另附排名正本）。 
3. 歷年成績單總表（需加蓋學校校印或教務處章戳）。 
4. 其他有利審查資料（不含推薦信）。 
5. 在職證明書或服務機關同意報考證明書（表格請至本系網頁「招生訊息」
下載）。 
6. 工作年資證明（若第5項證明書已涵蓋工作年資，不用另附）",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,資訊管理學系,資管組 ,2025/10/14,18,,,"1. 考生基本資料表（請至本系網頁招生資訊/碩士班下載並填寫，最後一頁
需親筆簽名後掃描上傳）。 
2. 重要經歷與成就證明文件（本項目內容限基本資料表所列之相關證明文
件）。 
3. 專長能力證明文件（本項目內容限基本資料表所列之相關證明文件）。 
4. 歷年成績單總表（本項目須含班排名、系排名之排名證明，若成績單總
表未有列示排名者，請另附排名證明文件）。 
5. 其他有利審查資料：如五年一貫證明…等，無則免附。 
6. 推薦信（至多2份）。 ",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,資訊管理學系,科技組,2025/10/14,7,,,"1. 考生基本資料表（請至本系網頁招生資訊/碩士班下載並填寫，最後一頁
需親筆簽名後掃描上傳）。 
2. 重要經歷與成就證明文件（本項目內容限基本資料表所列之相關證明文
件）。 
3. 專長能力證明文件（本項目內容限基本資料表所列之相關證明之文件）。 
4. 歷年成績單總表（本項目須含班排名、系排名之排名證明，若成績單總
表未有列示排名者，請另附排名證明文件）。 
5. 其他有利審查資料：如五年一貫證明…等，無則免附。 
6. 推薦信（至多2份）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,財務管理學系,,2025/10/14,21,,,"1. 考生基本資料表（含其他有利審查資料：如GRE、GMAT、TOEFL或
TOEIC成績等，請至本系網頁下載並填寫）。 
2. 學業成績總平均排名證明。 
3. 歷年成績單總表。 
4. 自傳。 
5. 研究計畫。 
6. 推薦信1份。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,風險管理與保險學系,法律組,2025/10/14,5,,,"1. 學業成績總平均排名證明。 
2. 歷年成績單總表。 
3. 自傳。 
4. 讀書計畫。 
5. 其他有利審查資料：如語言成績、大學期間自行撰寫之任何學期報告或
研究報告等。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,風險管理與保險學系,管理組,2025/10/14,6,,,"1. 學業成績總平均排名證明。 
2. 歷年成績單總表。 
3. 自傳。 
4. 讀書計畫。 
5. 其他有利審查資料：如語言成績、大學期間自行撰寫之任何學期報告或
研究報告等。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,風險管理與保險學系,精算科學組,2025/10/14,5,,,"1. 學業成績總平均排名證明。 
2. 歷年成績單總表。 
3. 自傳。 
4. 讀書計畫。 
5. 其他有利審查資料：如語言成績、大學期間自行撰寫之任何學期報告或
研究報告等。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,風險管理與保險學系,在職生組,2025/10/14,3,,,"1. 考生基本資料表（請至本系網頁下載）。 
2. 自傳（含個人簡歷、就學、工作經歷）。 
3. 最高學歷證明及成績單（最高學歷證明請提供影本，成績單須加蓋學校
校印或教務處章戳）。 
4. 研究計畫書。 
5. 服務機關同意報考證明書（請至本系網頁下載，並請繳交工作年資證明）。 
6. 其他有利審查資料(如外語檢定、證照、著作、研究成果等）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,科技管理與智慧財產研究所,科技管理組,2025/10/14,19,,,"1. 考生資料表（請至本所網頁點選招生資訊/碩士班甄試資訊，下載甄試考
生資料表）。 
2. 學業成績總平均排名證明。 
3. 歷年成績單總表。 
4. 自傳及學習計畫。 
5. 其他有利審查資料：如英文檢定、社團活動、參加各項考試競賽、學術
（藝）活動之證明文件或課堂學習成果等。 
6. 推薦信2份。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,科技管理與智慧財產研究所,智慧財產組,2025/10/14,9,,,"1. 考生資料表（請至本所網頁點選招生資訊/碩士班甄試資訊，下載甄試考
生資料表）。 
2. 學業成績總平均排名證明。 
3. 歷年成績單總表。 
4. 自傳及學習計畫。 
5. 其他有利審查資料：如英文檢定、社團活動、參加各項考試競賽、學術
（藝）活動之證明文件或課堂學習成果等。 
6. 推薦信2份。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,企業管理研究所 （MBA學位學程）,A組,2025/10/14,33,,,"1. 考生基本資料表（請至本所網站下載填寫）。 
2. 歷年成績單總表（含學業成績總平均排名證明）。持研究所學歷者，可免
附排名證明，惟需同時附大學及研究所成績單總表。 
3. 讀書計畫（含學習與生涯計畫）。 
4. 其他有利審查資料，如得獎證明、專業證照、各項語文能力證明。 
5. 推薦信（至多2份，請至本所網站下載「推薦信」）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,商學院,企業管理研究所 （MBA學位學程）,B組,2025/10/14,35,,,"1. 考生基本資料表（請至本所網站下載填寫）。 
2. 歷年成績單總表（含學業成績總平均排名證明）。持研究所學歷者，可免
附排名證明，惟需同時附大學及研究所成績單總表。 
3. 讀書計畫（含學習與生涯計畫）。 
4. 其他有利審查資料，如得獎證明、專業證照、各項語文能力證明。 
5. 有效工作年資證明（以正本掃描）：如勞保年資證明（請至勞保局申請「勞
保被保險人投保資料表（明細）」，不接受網路下載版本）、在職證明書，
該證明不得以考生基本資料表取代。另附個人現職工作名片1張 （無名
片或無現職者免附） 。 
6.推薦信（至多2份，請至本所網站下載「推薦信」）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,傳播學院,傳播學院傳播碩士學位學程,甲組,2025/10/14,26,,,"1. 自傳（500字以內）。 
2. 研讀計畫（1,500 字以內，必須包含報考動機、學習與畢業計畫）。 
3. 學業成績總平均排名證明（請至網頁https://gradcomm.nccu.edu.tw/最新消
息下載表格）。 
4. 歷年成績單總表。 
5. 其他有利審查資料（大學時期或大學以後完成）：如相關作品得獎證明、
參與國科會專題研究計畫、論文報告、各類獎學金證明、相關作品、外
語能力檢定證明等（影音作品請先上傳至影音分享網站，例如YouTube，
並將作品名稱及網址表列於A4直式格式表單）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,傳播學院,傳播學院傳播碩士學位學程,乙組,2025/10/14,1,,,"1. 自傳（500字以內）。 
2. 研讀計畫（1,500 字以內，必須包含報考動機、學習與畢業計畫）。 
3. 運動績優有利審查資料（大學時期或大學以後完成）：如各項運動成就證
明或相關證照、體適能檢定證明、參與運動傳播工作經歷、各類獎學金
證明及外語能力檢定證明等（影音作品請先上傳至影音分享網站，例如
YouTube，並將作品名稱及網址表列於A4直式格式表單）。 
4. 歷年成績單總表。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,傳播學院,國際傳播英語碩士學位學程,,2025/10/14,6,,,"1. 歷年成績單總表。 
2. 自傳（英文撰寫）。 
3. 研究計畫或讀書計畫（以英文撰寫）。 
4. 語言能力檢定證明（限三年內之英語檢定成績，僅接受TOEFL、IELTS
或TOEIC成績）。 
5. 其他有利審查資料：如相關作品參展與得獎紀錄、國科會參與專題研究
計畫、論文報告、獎學金證明、相關作品等。作品格式不拘，唯若繳交
電子檔案須有自動播放程式，以免審查時讀取困難。 
6. 推薦信2份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
