school,college,department,track,deadline,quota,assessment_weights,other_req,docs_required,interview_required,written_exam_required,link_apply,note,,,,,,,,,,,,,,,,
國立政治大學,,數位內容碩士學位學程,,2025/10/14,9,,,"1. 歷年成績單總表（含學業成績總平均排名，需加蓋學校校印或教務處章
戳）。 
2. 自傳。 
3. 研究計畫（或創作構想）。 
4. 大專入學後作品、專題或其他有利審查資料。 
5. 推薦信（至多2份，無則免繳）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,,亞際文化研究國際碩士學位 學程(台灣聯合大學系統),,2025/10/14,3,,,"1. 歷年成績單總表。 
2. 自傳（中文與英文各一份，各1,000字以內）。 
3. 研讀計畫（中文與英文各一份，各1,500 字以內，必須包含報考動機、
主修領域與修課計畫、研究興趣及未來發展規劃）。 
4. 其他有利審查資料：如相關作品參展與得獎紀錄、國科會參與專題研究
計畫、論文報告、獎學金證明、相關作品等。作品與檔案繳交總數不超
過三件。作品格式不拘，請提供作品雲端連結，以免審查時讀取困難。 
5. 推薦信 2 份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,外國語文學院,英國語文學系,文學組,2025/10/14,6,,,"1. 研究計畫（英文撰寫）。 
2. 學科報告（有關英美文學課程之報告一篇，6至10頁）。 
3. 學業成績總平均排名證明。 
4. 歷年成績單總表。 
5. 推薦信2份（二位推薦人）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,外國語文學院,英國語文學系,英語教學組 ,2025/10/14,3,,,"1. 研究計畫（英文撰寫）。 
2. 學科報告（有關語言學或英語教學課程之報告一篇，6至10頁）。 
3. 學業成績總平均排名證明。 
4. 歷年成績單總表。 
5. 推薦信2份（二位推薦人）。 ",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,外國語文學院,斯拉夫語文學系,,2025/10/14,2,"1.書審20%
2.面試40%
3.筆試40%",,"1. 歷年成績單總表（需加蓋學校校印或教務處章戳）。 
2. 學科報告（有關俄語語言學或俄國文學之專題研究報告一至兩篇，至少
六頁）。 
3. 學習計畫（申請動機、擬研究領域等）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",,,,,,,,,,,,,,,,,
國立政治大學,外國語文學院,語言學研究所,,2025/10/14,5,1.面試100%,"一、 須符合下列二項資格之一：
1. 國內大學學士班或研究所畢業（含應屆）。
2. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、不受理同等學力。","1.自傳。
2.讀書計畫（頁數不限）。
3.研究報告（頁數不限）。
4.歷年成績單（需加蓋學校校印或教務處章戳）。
5.推薦信2 份（二位推薦人）。","【參加資格】依資料審查之成績擇優選取至多24 名參加面試
【面試日期】11 月14 日（星期五）（詳細時間公布於本所網頁）
【注意事項】面試名單及相關資訊於面試前3 日公布於本所網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",依面試成績擇優錄取。,,,,,,,,,,,,,,,,
國立政治大學,外國語文學院,日本語文學系,,2025/10/14,5,1.面試100%,"一、通過日本語能力試驗（JLPT）一級或二級（N1 或N2）級數，且須符合下列三項
資格之一：
1. 國內大學學士班日文系、外文系或相關科系（曾修習日文相關課程32 學分以上）
之畢業（含應屆）生。
2. 國內研究所畢業（含應屆）生。
3. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、 不受理同等學力。","1. 學業成績總平均排名證明。
2. 歷年成績單總表。
3. 中文自傳1,000 字以內（字級勿小於12，頁數勿超過1 頁）。
4. 研究計畫（日文撰寫）。
5. 日本語能力試驗證書。","【參加資格】依資料審查之成績擇優選取招生名額至多3 倍人數參加面試。
【面試日期】11 月14 日（星期五）
【注意事項】1.面試名單及相關資訊於11 月12 日公布於本系網頁，考生請
自行上網查詢。
2.面試當天，考生須提供日本語能力試驗（JLPT）一級或二級
（N1 或N2）證書正本，驗畢後歸還；若未能於面試期間內提
出證書正本者，將失去面試資格，考生不得以任何理由要求退
還報名費。
3.本系面試以日文問答為原則。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",考試任何一項或科目零分者，不予錄取。,,,,,,,,,,,,,,,,
國立政治大學,外國語文學院,韓國語文學系,,2025/10/14,2,"1.書審30%
2.面試70%","一、須符合下列三項資格之一：
1. 國內大學學士班韓國語文學系或曾修習韓國語言、文學、文化18 個學分以上之
畢業（含應屆）生，在校學業成績總平均達75 分以上者。
2. 國內大學或研究所畢業（含應屆）生，持有有效期限內之韓國語文能力測驗
（TOPIK Ⅱ）4 級（含）以上證書者。
3. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、 不受理同等學力。","1. 自傳（含過去求學經驗、報考動機、未來生涯規劃，以中文撰寫）。
2. 歷年成績單總表。
3. 研究計畫（含讀書計畫、未來研究方向，以中文撰寫）。
4. 學科報告（有關韓語語言學、韓國文學或韓國文化相關之專題研究報告
一篇，5,000 字以上、中韓文不拘）。
5. 其他有利審查資料（含語言能力檢定證明文件）。","【參加資格】依資料審查加權後之成績擇優選取至多6 名參加面試。
【面試日期】11 月14 日（星期五），下午2:00 起。
【注意事項】面試名單及相關資訊於11 月11 日下午公布於本系網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 本系碩士班學生申請學位考試前，須通過韓國語文能力測驗（TOPIKⅡ）6 級檢
定。",,,,,,,,,,,,,,,,
國立政治大學,外國語文學院,中東與中亞研究碩士學位學程,,2025/10/14,3,"1.書審50%
2.面試50%",國內外大學學士班或研究所畢業（含應屆）；不受理同等學力。,"1. 自傳履歷（含個人成長背景、報考動機、研究計畫及未來職涯發展規劃）。
2. 歷年成績單總表（含學業成績總平均排名）。
3. 畢業證書（應屆畢業生請附在學證明或學生證影本）。
4. 其他有利審查資料（如外語檢定、證照、著作、研究成果等）。","【參加資格】全體考生。
【面試日期】11 月8 日（星期六），下午2:00 起。
【注意事項】面試名單及相關資訊於面試前3 日公布於本學程網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 面試原始分數未達70 分者，不予錄取。
二、 面試當天報到時須繳交歷年成績單總表（含學業成績總平均排名）正本乙份。
三、 考試任何一項或科目零分者，不予錄取。",,,,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,民法組,2025/10/14,10,"1.書審50%
2.面試50%","一、須符合下列三項資格之一：
1. 國內大學學士班法律學系、財經法律學系、政治法律學系（含雙學位，不含輔系
生）畢業（含應屆）生，或修畢法律專業科目49 學分以上並且取得法律學學士
學位者，在校學業成績總平均名次在全系（班）前40%以內。
2. 國內研究所畢業（含應屆）生。
3. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、不受理同等學力。","1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫。
4. 其他有利審查資料：如著作、國科會專題計畫、獎學金證明、社團負責
人或幹部證明、語言能力等證明。
※特別歡迎提供英、德、日等外文之修課或考試證明。","【參加資格】依資料審查加權後之成績擇優選取至多30 名參加面試。
【面試日期】11 月15 日（星期六）下午（詳細時間公布於本院網頁）
【注意事項】面試名單及相關",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 本組之招生名額若有缺額，流用至本系碩士班同組一般招生考試之名額。
三、 研究生第一年第一學期除有明確特殊事故，原則上不得休學；修業相關規定請
至本院網頁參閱研究生手冊。",,,,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,財經法組,2025/10/14,8,"1.書審50%
2.面試50%","一、須符合下列三項資格之一：
1. 國內大學學士班法律學系、財經法律學系、政治法律學系（含雙學位，不含輔系
生）畢業（含應屆）生，或取得法律學學士學位者，在校學業成績總平均名次在
全系（班）前40%以內。
2. 國內非法律相關研究所畢業（含應屆）生。
3. 境外大學學士班或非法律相關研究所畢業（含應屆）生，經報考系所主管核准報
考者。
二、不受理同等學力。","1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫。
4. 其他有利審查資料：如著作、國科會專題計畫、獎學金證明、社團負責
人或幹部證明、語言能力等證明。","【參加資格】依資料審查加權後之成績擇優選取至多24 名參加面試。
【面試日期】11 月15 日（星期六）下午（詳細時間公布於本院網頁）
【注意事項】面試名單及相關資訊於面試前3 日公布於本院網頁，考生請自
行上網查詢。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 本組之招生名額若有缺額，流用至本系碩士班同組一般招生考試之名額。
三、 研究生第一年第一學期除有明確特殊事故，原則上不得休學；修業相關規定請
至本院網頁參閱研究生手冊。",,,,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,公法組,2025/10/14,7,"1.書審50%
2.面試50%","一、 須符合下列三項資格之一：
1. 國內大學學士班法律相關學系、公共行政學系、行政管理學系、政治學系（含雙
學位，不含輔系生）畢業（含應屆）生，或取得法律學學士學位者，在校學業成
績總平均名次在全系（班）前40%以內。
2. 國內研究所畢業（含應屆）生。
3. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、不受理同等學力。","1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫（應標明選擇公法甲組或公法乙組；修業相關規定請參考本院
網頁或必修科目表）。
4. 論文著作（國內研究所畢業生應繳交碩士論文，應屆生應繳交論文大綱）。
※ 符合前述特定報考資格第一項第三款，且須繳交論文始能獲得學位者，
畢業生應繳交論文，應屆生應繳交論文大綱。
5. 其他有利審查資料：如著作、國科會專題計畫、獎學金證明、社團負責
人或幹部證明、語言能力等證明。
※ 特別歡迎提供英、德、日、法等外文之修課或考試證明。","【參加資格】依資料審查加權後之成績擇優選取至多21 名參加面試。
【面試日期】11 月15 日（星期六）上午 （詳細時間公布於本院網頁）
【注意事項】面試名單及相關資訊於面試前3 日公布於本院網頁，考生請自
行上網查詢。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、考試任何一項或科目零分者，不予錄取。
二、本組之招生名額若有缺額，流用至本系碩士班公法組一般招生考試之名額。
三、申請碩士班甄試入學學生，應於「研究計畫」標明選擇公法甲組或公法乙組。
若獲錄取入學，應受所選擇組別修業條件拘束，不得變更。
其指導教授之選擇應限於其所選擇組別，其論文題目之設定以甲乙組各自領域
為原則。
四、研究生第一年第一學期除有明確特殊事故，原則上不得休學；修業相關規定請
至本院網頁參閱研究生手冊。",,,,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,刑法組,2025/10/14,8,"1.書審50%
2.面試50%","一、須符合下列三項資格之一：
1. 國內大學學士班法律學系、財經法律學系、政治法律學系（含雙學位，不含輔系
生）畢業（含應屆）生，或取得法律學學士學位者，在校學業成績總平均名次在
全系（班）前40%以內。
2. 國內研究所畢業（含應屆）生。
3. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、不受理同等學力。","1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫（含碩士論文構想方向）。
4. 其他有利審查資料：如學術研究著作、國科會專題計畫、獎學金證明、
參與刑事法相關研究、讀書會或研討會之傑出表現、語言能力證明，或
其他可說明對刑事法有特別表現之資料。
※第2 至3 項資料兩者合計頁數不得超過25 頁，超出頁數不納入評分範
圍。","【參加資格】依資料審查加權後之成績擇優選取至多24 名參加面試。
【面試日期】11 月15 日（星期六）下午（詳細時間公布於本院網頁）
【注意事項】面試名單及相關資訊於面試前3 日公布於本院網頁，考生請自
行上網查詢。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 本組之招生名額若有缺額，流用至本系碩士班同組一般招生考試之名額。
三、 研究生第一年第一學期除有明確特殊事故，原則上不得休學；修業相關規定請
至本院網頁參閱研究生手冊。",,,,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,勞工法與社會法組,2025/10/14,2,"1.書審50%
2.面試50%","一、須符合下列三項資格之一：
1. 國內大學學士班法律學系、以法律學系為雙主修或輔系之畢業（含應屆）生，或
取得法律學學士學位者，在校學業成績總平均名次在全系（班）前50%以內，且
總平均成績在75 分以上。
2. 國內研究所畢業（含應屆）生。非法律研究所畢業者，學士班須為法律學系、以
法律學系為雙主修或輔系之畢業生。
3. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、不受理同等學力。","1. 學業成績總平均排名證明。
2. 自傳（含性格之自我分析、過去的教育經驗、未來生涯規劃）。
3. 研究計畫。
4. 其他有利審查資料：如著作、國科會專題計畫、獎學金證明、社團負責
人或幹部證明、語言能力等證明。","【參加資格】依資料審查加權後之成績擇優選取至多6 名參加面試。
【面試日期】11 月15 日（星期六）上午（詳細時間公布於本院網頁）
【注意事項】面試名單及相關資訊於面試前3 日公布於本院網頁，考生請自
行上網查詢。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 本組之招生名額若有缺額，流用至本系碩士班同組一般招生考試之名額。
三、 研究生第一年第一學期除有明確特殊事故，原則上不得休學；修業相關規定請
至本院網頁參閱研究生手冊。",,,,,,,,,,,,,,,,
國立政治大學,法學院,法律學系,基礎法學組,2025/10/14,4,"1.書審50%
2.面試50%","一、須符合下列三項資格之一：
1. 國內大學學士班法律學系、以法律學系為雙主修或輔系之畢業（含應屆）生，或
取得法律學學士學位者，在校學業成績總平均在75 分以上，且曾修習基礎法學
相關科目（法理學、法史學、法社會學、法學方法論、以及政大法學院基礎法學
選修學程之科目或相關科目，或人文社會學科相關科目）至少8 學分。
2. 國內研究所畢業（含應屆）生。非法律研究所畢業者，學士班須為法律學系、以
法律學系為雙主修或輔系之畢業生。
3. 境外大學學士班或研究所畢業（含應屆）生，經報考系所主管核准報考者。
二、不受理同等學力。","1. 學業成績總平均排名證明（含足以供確認上述特定報考資格「一」之「1」
所要求之修課紀錄成績單，並請標示相關科目）。
2. 自傳（含報考基礎法學組的動機、曾修習或閱讀與基礎法學相關課程或
文獻的心得、未來生涯規劃）。
3. 研究計畫。
4. 其他有利審查資料：如著作、國科會專題計畫、修課學期報告、獎學金
證明、社團負責人或幹部證明、語言能力等證明。","【參加資格】依資料審查加權後之成績擇優選取至多12 名參加面試。
【面試日期】11 月15 日（星期六）上午（詳細時間公布於本院網頁）
【注意事項】面試名單及相關資訊於面試前3 日公布於本院網頁，考生請自
行上網查詢。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 基礎法學相關科目至少8 學分的採計，由本校法學院基礎法學中心認定。
三、 本組之招生名額若有缺額，流用至本系碩士班同組一般招生考試之名額。
四、 研究生第一年第一學期除有明確特殊事故，原則上不得休學；修業相關規定請
至本院網頁參閱研究生手冊。",,,,,,,,,,,,,,,,
國立政治大學,法學院,法律科際整合研究所,,2025/10/14,14,"1.書審50%
2.面試50%","一、 除有以下情形外，均得報考：
1、已取得法律相關學系（包含雙主修、學位學程）或法律相關研究所學位者。
2、將於入學前取得法律相關學系（包含雙主修、學位學程）或法律相關研究所學位
者。
二、不受理同等學力。","1. 考生基本資料表（請於本所網頁下載）。
2. 自傳與研究計畫（5,000 字以內，自傳部分請簡述與法律相關之經驗，並
提出反思）。
3. 成績排名證明及成績單（成績排名證明請提供累計至報名前一學期的系
所排名或班排名。成績單請附大學或研究所之歷年成績單總表）。
4. 學歷證明及語言能力證明（學歷證明請提供應考學歷及最高學歷畢業證
書，應屆畢業生請附上在學證明。語言能力證明為必備，含檢定或課程
名稱及成績，請務必註明種類與年度）。
5. 其他有利審查資料：如職業證照、專業資格證書、專業工作成就證明等
足資證明個人專業工作成就與能力等資料。
6. 推薦信（至多2 份，無則免附）。","【參加資格】依資料審查加權後之成績擇優選取至多42 名參加面試。
【面試日期】11 月16 日（星期日）（詳細時間公布於本所網頁）
【注意事項】面試名單及相關資訊於面試前3 日公布於本所網頁，考生請自
行上網查詢。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 招生名額若有缺額，流用至本所碩士班一般招生考試之名額。
三、 各項規定每學年視情況調整。
四、 研究生第一年第一學期除有明確特殊事故，原則上不得休學；修業相關規定請
至本所網頁參閱研究生手冊。",,,,,,,,,,,,,,,,
國立政治大學,理學院,應用數學系,,2025/10/14,9,"1.書審40%
2.面試60%",,"1. 歷年成績單總表（含班排名；應屆畢業生應含本學期選課資料）。
2. 自傳（600 字以內，請以A4 格式繕打；含就讀本系碩士班之動機）。
3. 讀書計畫。
4. 其他有利審查資料：如大學基礎數學測驗成績、GRE 成績、得獎證明等。","【參加資格】依資料審查加權後之成績擇優選取本項招生名額至多2 倍人數
參加面試。
【面試日期】11 月10 日（星期一）
【注意事項】1.面試科目以微積分及線性代數為主。
2.面試相關資訊於面試前3 日公布於本系網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 考試任何一項或科目零分者，不予錄取。
二、 資料審查成績特優考生得逕行錄取（至多3 名），不必參加面試。",,,,,,,,,,,,,,,,
國立政治大學,理學院,心理學系,實驗與發展組,2025/10/14,3,1.面試100%,"一、須符合下列二款資格之一：
1. 大學或研究所之本科系或相關科系畢業（含應屆）生。
2. 符合同等學力，曾修習心理學課程達十學分以上或經高等考試或相當於高等考試
之特種考試心理相關類科及格，持有及格證書者。
二、具研究計畫執行經驗。
※第一項與第二項資格須同時具備。","1. 自傳。
2. 歷年成績單總表。
3. 研究計畫。
4. 其他有利審查資料：大專學生參與國科會專題研究計畫、學術著作、獎
學金證明、GRE 或TOEFL 成績、研究報告等。
5. 推薦信2 份（二位推薦人）。","【參加資格】依資料審查之成績不分組別擇優選取至多30 名參加面試。
【面試日期】11 月15 日（星期六），上午9:00 起。
【注意事項】面試名單及相關資訊於面試前2 日公布於本系網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、考試任何一項或科目零分者，不予錄取。
二、 各組名額於錄取不足額時所遺缺額，得依總成績流用至其他組。",,,,,,,,,,,,,,,,
國立政治大學,理學院,心理學系,社會與人格組,2025/10/14,2,1.面試100%,"一、須符合下列二款資格之一：
1. 大學或研究所之本科系或相關科系畢業（含應屆）生。
2. 符合同等學力，曾修習心理學課程達十學分以上或經高等考試或相當於高等考試
之特種考試心理相關類科及格，持有及格證書者。
二、 具研究計畫執行經驗。
※第一項與第二項資格須同時具備。","1. 自傳。
2. 歷年成績單總表。
3. 研究計畫。
4. 其他有利審查資料：大專學生參與國科會專題研究計畫、學術著作、獎
學金證明、GRE 或TOEFL 成績、研究報告等。
5. 推薦信2 份（二位推薦人）。","【參加資格】依資料審查之成績不分組別擇優選取至多30 名參加面試。
【面試日期】11 月15 日（星期六），上午9:00 起。
【注意事項】面試名單及相關資訊於面試前2 日公布於本系網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、考試任何一項或科目零分者，不予錄取。
二、 各組名額於錄取不足額時所遺缺額，得依總成績流用至其他組。",,,,,,,,,,,,,,,,
國立政治大學,理學院,心理學系,工業與組織組,2025/10/14,2,1.面試100%,"一、須符合下列二款資格之一：
1. 大學或研究所之本科系或相關科系畢業（含應屆）生。
2. 符合同等學力，曾修習心理學課程達十學分以上或經高等考試或相當於高等考試
之特種考試心理相關類科及格，持有及格證書者。
二、 具研究計畫執行經驗。
※第一項與第二項資格須同時具備。","1. 自傳。
2. 歷年成績單總表。
3. 研究計畫。
4. 其他有利審查資料：大專學生參與國科會專題研究計畫、學術著作、獎
學金證明、GRE 或TOEFL 成績、研究報告等。
5. 推薦信2 份（二位推薦人）。","【參加資格】依資料審查之成績不分組別擇優選取至多30 名參加面試。
【面試日期】11 月15 日（星期六），上午9:00 起。
【注意事項】面試名單及相關資訊於面試前2 日公布於本系網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、考試任何一項或科目零分者，不予錄取。
二、 各組名額於錄取不足額時所遺缺額，得依總成績流用至其他組。",,,,,,,,,,,,,,,,
國立政治大學,理學院,心理學系,臨床組,2025/10/14,7,1.面試100%,"一、須符合下列二款資格之一：
1. 大學或研究所之本科系或相關科系畢業（含應屆）生。
2. 符合同等學力，曾修習心理學課程達十學分以上或經高等考試或相當於高等考試
之特種考試心理相關類科及格，持有及格證書者。
二、具研究計畫執行經驗。
※第一項與第二項資格須同時具備。","1. 自傳。
2. 歷年成績單總表。
3. 研究計畫。
4. 其他有利審查資料：大專學生參與國科會專題研究計畫、學術著作、獎
學金證明、GRE 或TOEFL 成績、研究報告等。
5. 推薦信2 份（二位推薦人）。","【參加資格】依資料審查之成績不分組別擇優選取至多30 名參加面試。
【面試日期】11 月15 日（星期六），上午9:00 起。
【注意事項】面試名單及相關資訊於面試前2 日公布於本系網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、考試任何一項或科目零分者，不予錄取。
二、 各組名額於錄取不足額時所遺缺額，得依總成績流用至其他組。",,,,,,,,,,,,,,,,
國立政治大學,理學院,神經科學研究所,,2025/10/14,2,"1.書審50%
2.面試50%",,"1. 考生基本資料表（請於本所網頁下載）。
2. 自傳（以不超過1,000 字為原則）。
3. 歷年成績單總表（含總平均排名之大學以上學業成績）。
4. 研究計畫。
5. 其他有利審查資料：如參與學術性研討會、發表學術研究著作等。
6. 推薦信2 份（二位推薦人，請至本所網站下載「甄試推薦信格式」）。","【參加資格】依資料審查之成績不分組別擇優選取至多30 名參加面試。
【面試日期】11 月15 日（星期六），上午9:00 起。
【注意事項】面試名單及相關資訊於面試前2 日公布於本系網頁。",,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw",考試任何一項或科目零分者，不予錄取。,,,,,,,,,,,,,,,,
國立政治大學,理學院,應用物理研究所,,2025/10/14,5,1.書審100%,,"1. 讀書計畫。
2. 自傳（請以A4 格式繕打，含選讀本所動機，未來研究方向）。
3. 其他有利審查資料；如GRE 成績、得獎證明、自我介紹影片等，並得另
以視訊方式補充說明。
4. 歷年成績單總表（大專以上成績單總表，需加蓋學校校印或教務處章戳）。
5. 推薦信2 份（格式範本可自本所網頁首頁「招生資訊」內下載）。",,,"https://www.nccu.edu.tw/p/406-1000-20476,r123.php?Lang=zh-tw","一、 經本考試錄取考生，入學後應就計算物理甲組、計算物理乙組、半導體與實驗
物理組擇一為主修組別；半導體與實驗物理組學生的實驗及研究工作在中研院
物理所或本校台灣心智科學腦造影中心進行。
二、 本所整合物理、計算科學的跨領域研究，不限理工學系畢業生報考。
三、 本所另有半導體、AI、機械領域擴充名額，實際招生名額將於教育部核定後另
行公告。",,,,,,,,,,,,,,,,
