school,college,department,track,deadline,quota,assessment_weights,other_req,docs_required,interview_required,written_exam_required,link_apply,note,,,,,,,,,,,,,,,,
國立成功大學,工學院,環境工程學系,,2025/10/2,23,"1.審查50%
2.面試50%","同等學力:專科畢業生符合畢業成績系班組排名前 30%(含) 者,其餘同等學力資格須附取得該報考資格之排名文件。","一、大專歷年成績單(含班組排名),成績單若無排名請另附名次證明文件。
二、自傳(個人簡歷、工作經歷、曾參與之專題研究、論文、著作、社團活動、獎勵等)
三、研究計畫書
四、其他有助於審查之相關資料(如執行及申請科技部/國科會補助大專學生研究計畫、英文能力檢定成績證明/獎勵證明等)
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績優異者得免面試優先錄取(以各組招生名額 2/3 為限)。其餘依審查成績排序擇優通知參加面試。
二、在職生錄取報到時須繳交服務機關之在職進修同意書(格式不拘)。
三、非本科系之錄取生,未修相關基礎課程者,請參閱本系網頁/研究生手冊,補修完成後方能畢業。
四、有關英文能力考核及畢業資格要求,請參閱本系研究生手冊。
五、歡迎非工學院及對跨領域研究有興趣之同學報考。",,,,,,,,,,,,,,,,
國立成功大學,工學院,測量及空間資訊學系,,2025/10/2,17,"1.審查50%
2.面試50%",不受理同等學力。,"一、大學歷年成績單(含班組排名),成績單若無排名請另附名次證明文件。
二、自傳
三、研究計畫書
四、其他有助於審查之相關資料
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取(以招生名額 2/3 為限)。",,,,,,,,,,,,,,,,
國立成功大學,工學院,生物醫學工程學系,,2025/10/2,25,"1.審查50%
2.面試50%",,"一、大學歷年成績單(含班系排名)
二、自傳(個人簡歷、曾參與之研究、計畫、論文、著作、社團活動、獎勵等)
三、研究計畫書
四、其他有助於審查之相關資料
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、考生僅限報考一組。
二、審查成績通過者,進入面試名單將公告於本系網頁,並書面通知面試。
三、審查成績優異者得免面試優先錄取(以各組招生名額 1/2 為限)。
四、研究方向
甲組:生物力學、生醫材料、組織工程、復健工程、細胞力學。
乙組:醫學電子與資訊、醫療量測與系統、生醫感測。
丙組:提供醫學、生物科技或健康照護相關背景學士,應用工程相關技術,從事醫療與健康照護促進之跨領域生物醫學工程之研究與開發應用。",,,,,,,,,,,,,,,,
國立成功大學,工學院,生物醫學工程學系醫療器材創新國際碩士班,,2025/10/2,4,"1.審查50%
2.面試50%",,"一、大學歷年成績單(含班系排名)
二、自傳(個人簡歷、曾參與之研究、計畫、論文、著作、社團活動、獎勵等)
三、研究計畫書
四、其他有助於審查之相關資料
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,進入面試名單將公告於本系網頁,並書面通知面試。
二、備審資料請以英文撰寫。
三、採英文授課。
四、歡迎商管、設計、理工、生醫與法規等相關背景報考。
五、研究方向
丁組:醫材創新組-醫材臨床需求探索到商品化之開發設計、商業模式與國際行銷。
戊組:醫材法規組-針對醫療器材上市許可的專利智材、查驗登記與法規取證。",,,,,,,,,,,,,,,,
國立成功大學,工學院,海洋科技與事務研究所,,2025/10/2,5,"1.審查50%
2.面試50%",,"一、大專歷年成績單((含排名,境外大學排名免繳)
二、自傳(一千字以上,含簡歷、讀書計畫、社團活動等)
三、其他有助審查之相關資料(如英語能力檢定、獎勵等)
四、推薦函一封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查通過者,再通知面試。
二、審查成績優異者得免面試優先錄取(以招生名額 2/3 為限)。",,,,,,,,,,,,,,,,
國立成功大學,工學院,自然災害減災及管理國際碩士學位學程,,2025/10/2,3,"1.審查50%
2.面試50%",,"一、大專歷年成績單(含排名,境外大學排名免繳)
二、英文自傳(一千字以內)
三、英文讀書計畫 (一千字以內)
四、其他有助於審查之相關資料(如英語能力檢定、獎勵等)
五、推薦函一封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查通過者,再通知面試。
二、審查成績優異者得免面試優先錄取(以招生名額 2/3 為限)。
三、須以英文撰寫學位論文。",,,,,,,,,,,,,,,,
國立成功大學,工學院,能源工程國際碩士學位學程,,2025/10/2,5,"1.審查50%
2.面試50%",,"一、大專歷年成績單(含班組排名),成績單若無排名請另附名次證明文件。
二、自傳(個人簡歷、曾參與之研究、計畫、論文、著作、社團活動、獎勵等)
三、研究計畫書
四、其他特殊研究成果或學術榮譽
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,進入面試名單、時間將公佈於本學程網頁,不另行書面通知。
二、審查成績優異者得免面試優先錄取(以招生名額 2/3 為限)。
三、面試內容:英文能力、數理基礎及能源概論。
四、成績優良者提供獎學金。
五、全部課程以英語授課。",,,,,,,,,,,,,,,,
國立成功大學,工學院,太空系統工程研究所,,2025/10/2,9,"1.審查50%
2.面試50%",,"一、大專歷年成績單(含班組排名),成績單若無排名,請另附名次證明文件。
二、自傳(個人簡歷、曾參與之研究、計畫、論文、著作、社團活動、獎勵等)
三、研究計畫書
四、其他特殊研究成果或學術榮譽
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,進入面試名單、時間將公佈於航太系網頁,不另行書面通知。
二、審查成績優異者得免面試優先錄取(以招生名額 2/3 為限)。
三、面試內容:數理、太空工程及系統工程相關基礎。
四、成績優良者提供獎學金。",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,電機工程學系,,2025/10/2,196,"1.審查60%
2.面試40%
",,"一、大專歷年成績單(含名次證明)
二、研究計畫書
三、自傳
四、其他有助於審查之證明文件或專題報告等(專
題作品為多人合作者,須詳細註明合作者姓名
及自己所負責部分,並請指導老師或系所主管
簽名,若有不實者,不予錄取)
五、個人審查資料(請至系網頁招生公告-碩士班
甄試系統下載)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以各組招生名額 2/3 為限)。
三、研究方向
甲組:電子陶瓷、半導體元件、光電元
件、微機電元件、5G/6G 通訊元件、
高熵材料、能源材料與元件
乙組:系統控制、機器人、智慧型系統、
電力電子控制、人工智慧、生物資訊及
計算系統生物、生成式 AI
丙組:電力系統、電力電子、電源管理
IC、電機設計、電機控制、再生能源系
統
丁組:積體電路設計、智慧晶片與系
統、電子設計自動化
戊組:晶片儀器系統、生物電子及資訊
系統、微波生醫、顯示器、微機電、檢
測科技
己組:資訊工程組。包含物聯網(IOT)、
嵌入式系統(嵌入式軟體)、無線網路及
通訊、雲端計算、網路安全、軟體工程、
資料科學、資料探勘、資料庫、大數據
系統、系統晶片設計、影像處理、人工
智慧、電腦動畫、多媒體網際網路應
用、未來網際網路技術等。",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,微電子工程研究所,,2025/10/2,38,"1.審查100%
",,"一、大專歷年成績單(含名次證明)
二、研究計畫書
三、自傳
四、其他有助於審查之證明文件或專題報告等(專
題作品為多人合作者,須詳細註明合作者姓名
及自己所負責部分,並請指導老師或系所主管
簽名,若有不實者,不予錄取)
五、個人審查資料(請至電機系網頁招生公告-碩
士班甄試系統下載)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"研究方向
半導體材料/元件、光電元件/系統與積體
電路製程",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,通訊工程研究所,,2025/10/2,34,"1.審查50%
2.面試50%
",,"一、大專歷年成績單(含名次證明)
二、研究計畫書
三、自傳
四、其他有助於審查之相關文件或專題報告等(專
題作品為多人合作者,須詳細註明合作者姓名
及自己所負責部分,並請指導老師或系所主管
簽名,若有不實者,不予錄取)

五、個人審查資料(請至電機系所網頁招生公告-
碩士班甄試系統下載)

六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以各組招生名額 2/3 為限)。
三、研究方向:
甲組:通訊、網路、訊號處理、影像處
理、資訊安全、通訊網路安全。訊號壓
縮、訊號辨識、人工智慧(影視分析與
辨識) 、最佳化理論與應用、深度學習
理論與應用。
乙組:微波毫米波電路設計與量測、電
磁分析與應用、高速數位訊號傳輸。",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,奈米積體電路工程碩士學位學程,,2025/10/2,12,"1.審查100%
",,"一、大專歷年成績單(含名次證明)
二、研究計畫書
三、自傳
四、其他有助於審查之相關資料或專題報告等(專
題作品為多人合作者,須詳細註明合作者姓名
及自己所負責部分,並請指導老師或系所主管
簽名,若有不實者,不予錄取)
五、個人審查資料(請至電機系網頁招生公告-碩士
班甄試系統下載)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"研究方向:
奈米半導體材料、元件、積體電路與製程。",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,資訊工程學系,甲組,2025/10/2,86,"1.審查50%
2.面試50%",,"一、在校成績(含名次證明)
二、資訊能力(國內外比賽獲獎、程式設計能力
證明)
三、專題與研究能力(曾參與之專題研究、計畫、
簡要研究計畫書或專題報告、著作)
四、外語與其他能力(英文能力檢定證明、獲獎、
社團活動、獎勵)
五、讀書計畫(個人簡歷、讀書計畫、其他有助於
甄審之相關資料)
六、考生個人審查資料(須至本系考生資料表系
統登打,詳細請見當年度系網頁公告,未完
成登錄或登錄不全致影響審查分數,請自行
負責)
七、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以各組招生名額 2/3 為限)。
三、錄取後考生未修畢「計算機組織」、「資
料結構」、「離散數學」者,須補修及
格後方能畢業,補修僅限本校電資學
院與工科系開授之課程。",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,資訊工程學系,乙組,2025/10/2,5,"1.審查50%
2.面試50%",,"一、 資訊能力(此項目成績佔總審查成績之 70%)
(1)參加全國性資訊軟硬體相關競賽獲獎
證明文件
(2)任何足以證明程式設計能力、系統實作
與開發能力的作品或文件(如大學程式
能力檢定 Collegiate Programming
Examination (CPE)、APCS 或其他跨校
程式檢定與競賽等)
(3)系統與網路管理相關證照及實務經驗
之證明文件
二、在校成績(含名次證明)
三、專題與研究能力(曾參與之專題研究、計畫、
簡要研究計畫書或專題報告、著作)
四、外語與其他能力(英文能力檢定證明、獲獎、
社團活動、獎勵)
五、讀書計畫(個人簡歷、讀書計畫、其他有助於
甄審之相關資料)
六、考生個人審查資料(須至本系考生資料表系
統登打,詳細請見當年度系網頁公告,未完
成登錄或登錄不全致影響審查分數,請自行
負責)
七、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以各組招生名額 2/3 為限)。
三、錄取後考生未修畢「計算機組織」、「資
料結構」、「離散數學」者,須補修及
格後方能畢業,補修僅限本校電資學
院與工科系開授之課程。",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,醫學資訊研究所,,2025/10/2,11,"1.審查50%
2.面試50%",,"一、在校成績(含名次證明)
二、資訊能力(國內外比賽獲獎、程式設計能力證明)
三、專題與研究能力(曾參與之專題研究、計畫、簡
要研究計畫書或專題報告、著作)
四、外語與其他能力(英文能力檢定證明、獲獎、社
團活動、獎勵)
五、讀書計畫(個人簡歷、讀書計畫、其他有助於甄
審之相關資料)
六、考生個人審查資料(須至本所考生資料表系統
登打,詳細請見當年度所網頁公告,未完成登
錄或登錄不全致影響審查分數,請自行負責)
七、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以招生名額 2/3 為限)。
三、考生錄取後,未修畢基礎課程資訊,
請見本所網址:

https://www.imi.ncku.edu.tw/zh-
hant/education/studyRegulations",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,製造資訊與系統研究所,,2025/10/2,21,"1.審查40%
2.面試60%",,"一、在校成績(含名次證明)
二、自傳
三、研究計畫書
四、其他有助於審查之相關資料
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、考生僅限報考一組。
二、審查成績通過者,再通知面試。
三、研究方向
甲組(智慧資機整合):雲端製造資訊系
統、機械智能化、5G 技術應用、
工業物聯網、智慧工廠。
乙組(製造系統與管理):智慧製造、數
位精實系統、精實生產/豐田模
式、製造管理、供應鏈管理。
丙組(資訊應用):智慧機械、智能商務、
智慧製造執行系統、資料庫系統、
行動資料管理、智能醫療、智慧
防災、智慧網路。
四、本所採線上報到。",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,人工智慧科技碩士學位學程,,2025/10/2,9,"1.審查50%
2.面試50%",,"一、在校成績(含名次證明)
二、資訊能力(人工智慧軟硬體專長、國內外比賽
獲獎、程式設計能力證明)
三、專題與研究能力(曾參與之專題研究、計畫、簡
要研究計畫書或專題報告、著作)
四、外語與其他能力(英文能力檢定證明、獲獎、社
團活動、獎勵)
五、讀書計畫(個人簡歷、讀書計畫、其他有助於甄
審之相關資料)
六、考生個人審查資料(須至本學程考生資料表系
統登打,詳細請見當年度學程網頁公告,未完
成登錄或登錄不全,導致影響審查分數,請自
行負責)
七、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以招生名額 2/3 為限)。
三、錄取後考生未修畢「計算機組織」、
「資料結構」、「線性代數」者,須補
修及格後方能畢業,補修僅限本校電
資學院與工科系開授之課程。",,,,,,,,,,,,,,,,
國立成功大學,電機資訊學院,智慧資訊安全碩士學位學程,,2025/10/2,9,"1.審查50%
2.面試50%",,"一、大專歷年成績單(含名次證明)
二、研究計畫書
三、自傳
四、其他有助於審查之證明文件(如專題報告、資
安相關證照、參與活動證明等;專題作品為多
人合作者,須詳細註明合作者姓名及自己所負
責部分,並請指導老師或系所主管簽名,若有
不實者,不予錄取)
五、個人審查資料(請至電機系所網頁招生公告-
碩士班甄試系統下載)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以招生名額 2/3 為限)。
三、研究方向:
網路安全、資訊安全、資安技術、資
安實務、隱私技術、網宇安全、關鍵
基礎設施資安議題、密碼學、量子安
全、人工智慧於資安實務應用、人工
智慧資安防護。",,,,,,,,,,,,,,,,
國立成功大學,規劃與設計學院,建築學系,,2025/10/2,43,"1.審查50%
2.面試50%","庚組限國內及境外大學 4、5 年制建築系畢業生(含應屆):
4 年制者須同時具有建築相關工作經驗 1 年以上,請附工作單位證明文件;
5 年制者由校方出具 5 年制證明書,格式請由建築系網頁下載。","一、審查申請表(格式至系網頁下載)
二、大專歷年成績單
三、建築設計作品集或工作經歷或論文(須註明係
獨立完成或多人參與完成,多人參與完成者需
表明所參與之部分)
四、其他有助於審查之相關資料
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、考生僅限報考一組。
二、審查成績通過者,進入面試名單將公
佈於本系網頁。
三、審查成績優異者得免面試優先錄取
(以各組招生名額 2/3 為限)。
四、畢業學程規劃:庚組為三學期制,甲
組、乙組、丙組、丁組、戊組、己組
為二學年制。
五、研究方向
甲組:設計理論與數位製造
乙組:環境規劃
丙組:建築歷史與文化資產保存
丁組:建築結構
戊組:建築工程與管理
己組:建築環境控制
庚組:建築設計",,,,,,,,,,,,,,,,
國立成功大學,規劃與設計學院,都市計劃學系,,2025/10/2,30,"1.審查40%
2.面試60%","一、大 學 在校學業成績系班組排名名次列於前
75%(含)者(境外大學名次排名免繳)。
二、不受理同等學力。","一、大學歷年成績單(含班組排名) ,成績單若無
排名請另附名次證明文件
二、自傳
三、研究計畫書
四、(甲組)論文、規劃報告
(乙組)設計作品
五、其他有助於審查之相關資料
六、推薦函二封(於報名系統操作)",乙組另含設計能力測驗,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試,參加
面試名額以不超過招生名額二倍為原
則。
二、審查成績優異者得免面試優先錄取。
三、審查資料請於報名時上傳,逾期不受
理。
四、乙組面試測驗項目與應試物品依本系
面試通知單辦理。
五、研究方向
甲組:規劃組
乙組:設計組
六、申請碩士學位論文考試前須通過英
(外)文檢定,相關規定請參見本系修",,,,,,,,,,,,,,,,
國立成功大學,規劃與設計學院,工業設計學系,,2025/10/2,20,"1.審查50%
2.面試50%","甲組(設計組):設計相關科系者限報考甲組。
乙組(跨域組):非設計相關科系者限報考乙組。
※報考組別說明,請參見系網站。","一、大學或同等學力歷年成績單(含名次證明)
二、設計相關作品集或相關專業資料
三、研究計畫書(至多 4 頁)
四、自傳(至多 2 頁)
五、其他有助於審查之相關資料(如論文、著作、
競賽得獎、外語檢定能力證明)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、考生僅限報考一組。
二、審查成績通過者,再通知面試。
三、審查作品為多人合作者,請填寫創作說
明書,務必詳實紀錄合作者姓名及自己
所負責部分,並請指導老師或系主任簽
名,若有不實者將喪失錄取資格。創作
說明書格式請至本系系網站下載。
四、研究方向
A:整合與策略設計
B:人因與互動設計
C:設計自動化與協 同設計
D:認知與感性經驗設計
五、學士學位非設計相關系所畢業者,須補
修大學部課程 12 學分。
六、學士學位為設計相關,但非工業設計相
關系所畢業者,須補修大學部課程 6 學
分。
七、學歷背景及補修學分由「學生教務發展
委員會」認定。
八、錄取生應於報到後兩星期內,應選擇 A、
B、C、D 四組其中一組並選定指導教授。
九、各組第一名提供一學年獎助學金每月壹
萬元。
十、碩士生可申請日本千葉大學、九州大學
雙聯學位,申請辦法參見本系網站。",,,,,,,,,,,,,,,,
國立成功大學,規劃與設計學院,創意產業設計研究所,,2025/10/2,8,"1.審查40%
2.面試60%",,"一、大學或同等學力歷年成績單(含名次)
二、自傳
三、履歷表
四、研究計畫書
五、其他有助於審查之相關資料(如推薦函、各項
英語文能力檢定證明、作品集或在專業領域
具有卓越表現之證明)",全英語面試,,甄戰_115推甄簡章-國立成功大學.pdf,"一、考生僅限報考一組。
二、審查資料請以英文撰寫為原則。
三、審查成績通過者,再通知面試。
四、採全英語授課。
五、授課安排時間為平日日間。
六、研究生畢業學位考試前須通過英文檢
定,相關標準請參見本所修業辦法。
七、研究方向:
甲組:品牌與行銷企劃
乙組:媒體與互動設計
丙組:產業與服務創新
八、推薦函二封(選繳,於報名系統操作)",,,,,,,,,,,,,,,,
國立成功大學,規劃與設計學院,科技藝術碩士學位學程,,2025/10/2,5,"1.審查50%
2.面試50%",,"一、個人履歷。
二、大學或同等學歷歷年成績單(含名次)。
三、碩士學位創作實踐計劃書(以 A4 直式規格,
字體 12pt,內容須包含自傳、目標、計劃內
容、執行方法與步驟)。
四、作品資料(格式不拘,共同創作須註明在作品
中之貢獻)。
五、其他有助於說明個人能力之資料(如專利、得
獎證明、外語能力證明、展演證明、工作經歷...
等)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,進入面試名單將公
佈於本學程網頁。
二、審查成績優異者得免面試優先錄取
(以招生名額 2/3 為限)。
三、本學位學程報考資格不限背景,歡迎
空間及設計類科系(如建築、工業設
計、產品設計、服裝設計、新媒體藝
術、數位媒體設計、互動設計、視覺
傳達) 及工程類科系(如資訊工程、電
機、機械、材料等)背景的學生,對跨
領域科技藝術與設計整合研習創作有
興趣且具創新思維與執行力者報考。
四、本學位學程以數位製造、混合實境、
互動藝術、資訊視覺等新科技媒材創
作為主要探索的領域,並著重設計思
考能力以及整合性思維的養成。最新
訊息請參考本學程官網公告。",,,,,,,,,,,,,,,,
國立成功大學,管理學院,高階管理碩士在職專班(EMBA),,2025/10/2,101,"1.審查40%
2.面試60%","一、甲組:
大學畢業(含應屆)或以同等學力取得報考資格者,須具有 12 年以上工作經驗;
碩士班畢業者須具有 9 年以上工作經驗;博士班畢業者須具有 5 年以上工作經驗。
二、不符合上述第一項之條件,但符合入學大學同等學力認定標準第 7 條之「就專業領域具卓
越成就表現者」,並具備有擔任經營管理職務 12 年(含)以上之工作經驗者,得報考甲組。
三、乙組:
大學畢業(含應屆)或以同等學力取得報考資格者,須具有 7 年以上工作經驗;
碩士班畢業者須具有 5 年以上工作經驗;博士班畢業者須具有 2 年以上工作經驗。
四、丙組:
大學畢業(含應屆)或以同等學力取得報考資格者,須具有 6 年以上工作經驗(至少含 3 年
醫務相關工作經驗);碩士班畢業者須具有 4 年以上工作經驗(至少含 2 年醫務相關工作經
驗);博士班畢業者須具有 3 年以上工作經驗(至少含 1 年醫務相關工作經驗)。","一、個人資料、工作經歷、任職機構組織架構圖、
專業特殊表現、研究規劃等項目(格式請至本
專班網站下載)
二、其他個人能力及有利審查之資料
三、以報考資格附加規定第二項報考者,另需填寫
「以入學大學同等學力認定標準第 7 條報考
資格審查申請表暨具結書」(簡章附件七)及
檢附相關證明文件,並於 114 年 9 月 15 日前
(郵戳為憑)掛號郵寄至 EMBA 辦公室,經
本校招生委員會審查通過後方得以同等學力
報考。若通過報考資格(學校通知),請於報名
截止日前至網路報名系統報名。",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、以報考資格附加規定第二項報考者,
至多錄取 5 名(包含於甲組招生名額
64 名內)
三、授課時間:以夜間及假日為原則。
四、本專班自 113 學年度起學分費調整為
每學分壹萬壹仟元整,學雜費基數每
學期壹萬貳仟元,在學期間均按學校
標準收費。
五、備取生遞補作業期限至本校 115 學年
度第 1 學期開學日止。
六、研究方向
甲組:高階管理決策組
乙組:一般經營管理組
丙組:醫務管理組",,,,,,,,,,,,,,,,
國立成功大學,管理學院,會計學系,,2025/10/2,20,"1.審查30%
2.面試70%",,"一、大學歷年成績單
二、考生個人資料表(含履歷及自傳、外語能力檢
定、其他有助審查之相關資料。格式請至本系
所網頁下載)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者再通知面試。面試名
額至多為扣除免面試剩餘名額之 3
倍。
二、審查成績優異者得免面試優先錄取
(以招生名額 1/2 為限)。
三、非會計系畢業之錄取生,未修習相關
基礎課程者,請參閱本系網頁之修業
規定,補修及格後方能畢業。
四、碩士畢業學位考前須通過英文檢定,
英檢標準請參見本系網頁。
五、甄試入學者擇優提供一學年獎學金,
每月至多壹萬元。",,,,,,,,,,,,,,,,
國立成功大學,管理學院,財務金融研究所,,2025/10/2,13,"1.審查30%
2.面試70%","一、大學在校學業成績系班組排名名次列於前
35%(含)者。(境外大學名次排名免繳)。
二、不受理同等學力。","一、大學歷年成績單
二、考生個人資料表(含履歷及自傳、外語能力檢
定、其他有助審查之相關資料。格式請至本
系所網頁下載)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者再通知面試。面試名
額至多為扣除免面試剩餘名額之 3
倍。
二、審查成績優異者得免面試優先錄取
(以招生名額 1/2 為限)。
三、錄取報到生未取得大學部中級會計 6
學分者,或已取得而分數未達 70 分
者,須補修及格後方能畢業。
四、碩士畢業學位考前須通過英文檢定,
英檢標準請參見本所網頁。
五、擇優提供一學年獎學金,每月至多
壹萬元。",,,,,,,,,,,,,,,,
國立成功大學,管理學院,統計與資料科學學系,,2025/10/2,12,"1.審查50%
2.面試50%","一、大學在校學業成績系班組排名名次列於前
35%(含)者。
二、不受理境外大學畢業生。
三、不受理同等學力。","一、大學歷年成績單
二、自傳(個人簡介、報考動機、對機率統計之認
識、曾參與之研究及獎勵、社團活動等)
三、研究計畫書
四、其他有助於審查之相關資料:如個案報告、研
究成果(以上二者合計至多提供 3 件)、GRE、
GMAT、英文能力測驗、高普考及格成績等
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以招生名額 2/3 為限)。
三、畢業前須通過英文檢定,英檢標準請
參見本系網頁。",,,,,,,,,,,,,,,,
國立成功大學,管理學院,工業與資訊管理學系,,2025/10/2,24,"1.審查60%
2.面試40%",不受理同等學力。,"一、考生個人資料表(格式請至本系所網頁下載)
二、大學歷年成績單
三、研究計畫書
四、自傳(對工業與資訊管理之認識、曾參與之研
究及獎勵、生活記要、社團活動等)
五、其他有助於審查之相關資料(如英文檢定證明
文件)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試,面試
時須繳交大學歷年成績單正本。
二、審查成績優異者得免面試優先錄取
(以招生名額 2/3 為限)。
三、碩士畢業學位考前須通過英文檢定,
英檢標準請參見本系網頁。
四、非本科系之錄取生,未修相關基礎課
程者,請參閱本系網頁之修業規定,
補修完成後方能畢業。
五、推薦函至多二封(非必繳,於報名系統
操作)。",,,,,,,,,,,,,,,,
國立成功大學,管理學院,資訊管理研究所,,2025/10/2,16,"1.審查60%
2.面試40%",不受理同等學力。,"一、考生個人資料表(格式請至本系所網頁下載)
二、大學歷年成績單
三、研究計畫書
四、自傳(對資訊管理之認識、曾參與之研究及獎
勵、生活記要、社團活動等)
五、其他有助於審查之相關資料(如英文檢定證明
文件)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試,面試
時須繳交大學歷年成績單正本。
二、審查成績優異者得免面試優先錄取
(以招生名額 2/3 為限)。
三、碩士畢業學位考前須通過英文檢定,
英檢標準請參見本所網頁。
四、非本科系之錄取生,未修相關基礎課
程者,請參閱本所網頁之修業規定,
補修完成後方能畢業。
五、推薦函至多二封(非必繳,於報名系統
操作)。",,,,,,,,,,,,,,,,
